SEQ,NRPATRIMONIO1,DESCRICAO,CODCLASSIFICACAO,NOME_SETOR,LOCALIZAÇÃO,VALOR,DATACADASTRO,DESC_ESTADO,NRNOTAFISCAL,NOMEUNIDADE,ESTADO
988,87612,BALANÇA DE PRECISÃO - 10 KG BEL.,4,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,,1790,02/04/2013,Bom,729/2013,GOI,B
989,87613,LIVROS EM GERAL NF 1737 M.A. PONTES,18,BIBLIOTECA,,1973,02/04/2013,Bom,1737/2013,GOI,B
990,87624,ESTABILIZADOR EB MONO 35KVA E220 S110V,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,TI,1652,18/04/2013,Bom,016/2013,GOI,B
991,87626,"LEITORA DE CÓDIGO DE BARRAS, TWINCON BLG 111",35,BIBLIOTECA,,200,08/05/2013,Bom,4852,GOI,B
992,87627,"LEITORA DE CÓDIGO DE BARRAS, TWINCON BLG 111",35,BIBLIOTECA,,200,08/05/2013,Bom,4852,GOI,B
993,87630,DESTILADOR DE ÁGUA MODELO MB10,34,COORDENAÇÃO ACADÊMICA,,715,14/05/2013,Bom,2608/2013,GOI,B
994,87631,DISPERSOR DE SOLO SL-115,34,COORDENAÇÃO CURSO TECNICO INTEGRADO EDIFICAÇÕES,,"1495,33",15/05/2013,Bom,1380/2013,GOI,B
995,87632,DISPERSOR DE SOLO SL-115,34,COORDENAÇÃO CURSO TECNICO INTEGRADO EDIFICAÇÕES,,"1495,33",15/05/2013,Bom,1380/2013,GOI,B
996,87633,ESTUFA PARA SECAGEM E ESTERILAÇÃO SL/100/630,34,COORDENAÇÃO CURSO TECNICO INTEGRADO EDIFICAÇÕES,,6499,15/05/2013,Bom,1380/2013,GOI,B
997,87635,LIVROS EM GERAL SBS NF 202977/209973,18,BIBLIOTECA,,"817,59",16/05/2013,Bom,202977,GOI,B
998,87636,SWITCH TIPO 3,35,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,4337,22/05/2013,Bom,,GOI,B
999,87637,SWITCH TIPO 3,35,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,4337,22/05/2013,Bom,,GOI,B
1000,87665,VEÍCULO DE CARGA AMAROK OMS-3543,52,SETOR DE PATRIMÔNIO,,99172,03/06/2013,Bom,99172,GOI,B
1001,87669,DESTILADOR DE ÁGUA 220 V - CAP. 5 L/H,8,COORDENAÇÃO ACADÊMICA,,920,05/06/2013,Bom,1020,GOI,B
1002,87786,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1003,87787,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,,GOI,B
1004,87788,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,,GOI,B
1005,87789,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1006,87790,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1007,87791,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1008,87792,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1009,87793,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1010,87794,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,,GOI,B
1011,87795,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1012,87796,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1013,87797,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1014,87798,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1015,87799,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1016,87800,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1017,87801,BANCO PARA JARDIM EM MADEIRA E FERRO FUNDIDO,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"376,1",14/06/2013,Bom,753,GOI,B
1018,87824,CAPELA DE EXAUSTÃO MOD. LUCA-10,34,COORDENAÇÃO ACADÊMICA,S605 LAB QUIMICA,1600,18/06/2013,Bom,2800,GOI,B
1019,87825,CHUVEIRO E LAVA OLHOS MOD. LUCA-001/G,34,COORDENAÇÃO ACADÊMICA,,740,18/06/2013,Bom,2800/2013,GOI,B
1020,87826,ESTUFA DE ESTERILIZAÇÃO E SECAGEM,8,COORDENAÇÃO ACADÊMICA,S604 LAB BIOLOGIA,3450,18/06/2013,Bom,2800/2013,GOI,B
1021,87838,LIVROS EM GERAL EUNICE NF - 1774,18,BIBLIOTECA,,"1135,7",27/06/2013,Bom,1774,GOI,B
1022,87851,DECIBELÍMETRO,34,COORDENAÇÃO DE APOIO ADMINISTRATIVO AO DEPART DAS ÁREAS ACADÊMICAS,,376,01/07/2013,Bom,16,GOI,B
1023,87852,DECIBELÍMETRO,34,COORDENAÇÃO DE APOIO ADMINISTRATIVO AO DEPART DAS ÁREAS ACADÊMICAS,,376,01/07/2013,Bom,16,GOI,B
1024,87890,VEICULO CAMINHOTE C/ CARROCERIA ABERTA E CABINE DUPLA - AMAROK,52,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,99172,25/07/2013,Bom,47422,GOI,B
1025,87891,BOMBA DE VÁCUO E PRESSÃO,34,COORDENAÇÃO CURSO TECNICO INTEGRADO EDIFICAÇÕES,,1155,08/08/2013,Bom,1696,GOI,B
1026,87898,PROJETOR EPSON MODELO POWER LITE 95,33,COORDENAÇÃO CURSO BACHARELADO EM CINEMA,B6 S608 NPD,2199,20/12/2013,Bom,2081,GOI,B
1027,87899,PROJETOR EPSON MODELO POWER LITE 95,33,INVENTÁRIO,T506,2199,20/12/2013,Bom,2081,GOI,B
1028,87900,"MICRO-ÔNIBUS COMPLETO, CORES BRANCO/VERMELHO, ANO DE FABRIC. 2013",52,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,248000,19/12/2013,Bom,101028,GOI,B
1029,87920,"TABELA DE BASQUELE OFICIAL, FEDERADA, MÓVEL, ELETRICA DE REGULA.",10,SETOR DE PATRIMÔNIO,,12191,01/08/2013,Bom,423,GOI,B
1030,87922,"TABELA DE BASQUETE OFICIAL, FEDERADA , MÓVEL, ELETRICA D RUGULA.",10,SETOR DE PATRIMÔNIO,,12191,01/08/2013,Bom,423,GOI,B
1031,88158,SWITCH TIPO 1,35,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,3131,07/01/2014,Bom,171,GOI,B
1032,88501,ESTANTE DE AÇO. DIM: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS.,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1033,88502,ESTANTE DE AÇO. DIM: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS.,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1034,88503,ESTANTE DE AÇO. DIM: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS.,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1035,88504,ESTANTE DE AÇO. DIMENSÕES: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1036,88505,ESTANTE DE AÇO. DIMENSÕES: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1037,88506,ESTANTE DE AÇO. DIMENSÕES: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1038,88507,ESTANTE DE AÇO. DIMENSÕES: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1039,88508,ESTANTE DE AÇO. DIMENSÕES: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1040,88509,ESTANTE DE AÇO. DIMENSÕES: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1041,88510,ESTANTE DE AÇO. DIMENSÕES: 1980 X 925 X 400 MM. COM 6 PRATELEIRAS,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,,"369,99",16/07/2013,Bom,3233,GOI,B
1042,88511,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,TI,3131,16/07/2013,Bom,171,GOI,B
1043,88512,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1044,88513,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,TI,3131,16/07/2013,Bom,171,GOI,B
1045,88514,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,TI,3131,16/07/2013,Bom,171,GOI,B
1046,88515,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1047,88516,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1048,88517,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1049,88518,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1050,88519,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1051,88520,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1052,88521,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1053,88522,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1054,88523,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1055,88524,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1056,88525,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1057,88526,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1058,88527,SWITCH TIPO 1,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,3131,16/07/2013,Bom,171,GOI,B
1059,88529,SWITCH TIPO 2,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,TI,4300,16/07/2013,Bom,171,GOI,B
1060,88530,SWITCH TIPO 2,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,4300,16/07/2013,Bom,171,GOI,B
1061,88531,SWITCH TIPO 2,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,4300,16/07/2013,Bom,171,GOI,B
1062,88532,SWITCH TIPO 2,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,4300,16/07/2013,Bom,171,GOI,B
1063,88533,SWITCH TIPO 2,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,4300,16/07/2013,Bom,171,GOI,B
1064,88534,SWITCH TIPO 2,35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,4300,16/07/2013,Bom,171,GOI,B
1065,88666,KIT CENTRAL TELEFÔNICA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,16405,12/08/2013,Bom,,GOI,B
1066,88709,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6T SALA COORD ARTES - RECEPO,"123,8",22/08/2013,Bom,2730,GOI
1067,88711,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1068,88712,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1069,88713,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,,GOI
1070,88714,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1071,88715,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,B6 S608 NPD,"123,8",22/08/2013,Bom,2730,GOI
1072,88716,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1073,88717,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,B6 S602 LAB EDICAO DE VIDEO,"123,8",22/08/2013,Bom,2730,GOI
1074,88718,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1075,88719,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO CURSO TECNICO INTEGRADO EDIFICAÇÕES,,"123,8",22/08/2013,Bom,2730,GOI
1076,88720,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO ACADÊMICA,,"123,8",22/08/2013,Bom,2730,GOI
1077,88721,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO CURSO TECNICO INTEGRADO AUDIO E VIDEO,,"123,8",22/08/2013,Bom,2730,GOI
1078,88722,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,"123,8",22/08/2013,Bom,2730,GOI
1079,88723,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1080,88724,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,B6 S602 LAB EDICAO DE VIDEO,"123,8",22/08/2013,Bom,2730,GOI
1081,88725,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1082,88726,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1083,88727,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1084,88728,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1085,88729,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1086,88730,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1087,88731,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1088,88732,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1089,88733,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,"123,8",22/08/2013,Bom,2730,GOI
1090,88734,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1091,88735,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T607 ATELIE DE GRAVURA,"123,8",22/08/2013,Bom,2730,GOI
1092,88737,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1093,88738,"VENTILADOR P/ PAREDE, COR:BRANCO",VOLTAGEM: 220V,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"123,8",22/08/2013,Bom,2730,GOI
1094,88739,TELEFONE ANALÓGICO DE MESA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,27,26/08/2013,Bom,672,GOI,B
1095,88740,TELEFONE ANALÓGICO DE MESA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,27,26/08/2013,Bom,672,GOI,B
1096,88741,TELEFONE ANALÓGICO DE MESA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,27,26/08/2013,Bom,672,GOI,B
1097,88743,TELEFONE ANALÓGICO DE MESA,6,COORDENAÇÃO CURSO TECNICO INTEGRADO AGROECOLOGIA,,27,26/08/2013,Bom,672,GOI,B
1098,88744,TELEFONE ANALÓGICO DE MESA,6,"GERÊNCIA DE PESQUISA, PÓS-GRADUAÇÃO E EXTENSÃO",,27,26/08/2013,Bom,672,GOI,B
1099,88745,TELEFONE ANALÓGICO DE MESA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,27,26/08/2013,Bom,672,GOI,B
1100,88746,TELEFONE ANALÓGICO DE MESA,6,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,27,26/08/2013,Bom,672,GOI,B
1101,88748,TELEFONE ANALÓGICO DE MESA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,27,26/08/2013,Bom,672,GOI,B
1102,88749,TELEFONE ANALÓGICO DE MESA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,27,26/08/2013,Bom,672,GOI,B
1103,88751,TELEFONE ANALÓGICO DE MESA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,27,26/08/2013,Bom,672,GOI,B
1104,88753,TELEFONE ANALÓGICO DE MESA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,27,26/08/2013,Bom,672,GOI,B
1105,88755,TELEFONE ANALÓGICO DE MESA,6,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,27,26/08/2013,Bom,672,GOI,B
1106,89213,"NOTEBOOK ITAUTEC, TELA LED. WEBCAM IMBUTIDA. WINDOWS 7 PROF.",35,INVENTÁRIO,,2018,13/01/2014,Bom,235921,GOI,B
1107,89214,"NOTEBOOK ITAUTEC, TELA LED. WEBCAM IMBUTIDA. WINDOWS 7 PROF.",35,DIRETORIA GERAL,,2018,13/01/2014,Bom,235921,GOI,B
1108,89215,"NOTEBOOK ITAUTEC, TELA LED. WEBCAM IMBUTIDA. WINDOWS 7 PROF.",35,COORDENAÇÃO DE APOIO AO ENSINO,,2018,13/01/2014,Bom,235921,GOI,B
1109,89216,"NOTEBOOK ITAUTEC, TELA LED. WEBCAM IMBUTIDA. WINDOWS 7 PROF.",35,RECURSOS DIDÁTICOS,,2018,13/01/2014,Bom,235921,GOI,B
1110,89217,"NOTEBOOK ITAUTEC, TELA LED. WEBCAM IMBUTIDA. WINDOWS 7 PROF.",35,RECURSOS DIDÁTICOS,,2018,13/01/2014,Bom,235921,GOI,B
1111,89218,"NOTEBOOK ITAUTEC, TELA LED. WEBCAM IMBUTIDA. WINDOWS 7 PROF.",35,DEPÓSITO DA COORDENAÇÃO DE  ALMOXARIFADO & PATRIMÔNIO,,2018,13/01/2014,Bom,235921,GOI,B
1112,90300,"BALANÇA SEMI-ANALÍTICA, CAP. 3.100 KG.",4,COORDENAÇÃO ACADÊMICA,,"1159,99",13/01/2014,Bom,1352,GOI,B
1113,90411,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,COORDENAÇÃO DE APOIO AO ENSINO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1114,90412,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,COORDENAÇÃO DE APOIO AO ENSINO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1115,90413,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,COORDENAÇÃO DE APOIO AO ENSINO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1116,90414,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,COORDENAÇÃO DE APOIO AO ENSINO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1117,90415,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,COORDENAÇÃO DE APOIO AO ENSINO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1118,90416,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,INVENTÁRIO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1119,90417,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,INVENTÁRIO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1120,90418,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,INVENTÁRIO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1121,90419,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1122,90420,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,COORDENAÇÃO DE APOIO AO ENSINO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1123,90421,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,COORDENAÇÃO DE ALMOXARIFADO E PATRIMÔNIO,B5,"949,99",13/01/2014,Bom,4770,GOI,B
1124,90422,ESCANINHO DE AÇO TIPO GUARDA ROUPA COM 08 VÃOS,42,COORDENAÇÃO DE APOIO AO ENSINO,,"949,99",13/01/2014,Bom,4770,GOI,B
1125,90444,"COMPUTADOR HP, 4GB RAM, WINDOWS 7, MONITOR LCD DE 19 POLEGADAS",35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,B5 T502 CA/CAPD,2073,13/01/2014,Bom,22592,GOI,B
1126,90445,"COMPUTADOR HP, 4GB RAM, WINDOWS 7, MONITOR LCD DE 19 POLEGADAS",35,COORDENAÇÃO CURSO TECNICO INTEGRADO AUDIO E VIDEO,,2073,13/01/2014,Bom,22592,GOI,B
1127,90446,"COMPUTADOR HP, 4GB RAM, WINDOWS 7, MONITOR LCD DE 19 POLEGADAS",35,SETOR DE ADMINISTRAÇÃO DE TECNOLOGIA DA INFORMAÇÃO,,2073,13/01/2014,Bom,22592,GOI,B
